object,other,type,con,ra_hr,ra_min,dec_deg,dec_min,mag,subr,urano,ti,size_max,size_min,pa,class,nsts,brstr,bchm,ngc descr,notes
Sh2-264,,BRTNB,ORI,5,36.3,10,0,5,99.9,180,11,70m,,,E,,,,13''-F; vL; irF; 15* involved; UHC helps somewhat,Seems to apply to entire Lambda Ori neb
NGC1999,LBN979,BRTNB,ORI,5,36.4,-6,43,99.9,99.9,271,11,2m,2m,,E+R,,,H,*10;11 inv in neb,H IV 33
IC426,LBN921,BRTNB,ORI,5,36.5,0,18,99.9,99.9,226,11,10m,3m,,E,,,,9 mag * in L;F neby;spect B9,
PK196-12.1,Abell11,BRTNB,ORI,5,37.3,8,16,17.1,99.9,181,11,34s,30s,,2c,,,,,Not a PLNNB;reflection nebula
IC430,Ced55K,BRTNB,ORI,5,38.5,-7,5,99.9,99.9,271,11,11m,11m,,E,,,,vL;vF;E neby 8' np 49 Ori,
vdB49,LBN894,BRTNB,ORI,5,39.2,4,7,99.9,99.9,226,11,6m,,,R,,,,,
IC431,LBN944,BRTNB,ORI,5,40.2,-1,28,99.9,99.9,226,11,8m,5m,,E,,,,Neb * 8.6,
B33,LDN1630,DRKNB,ORI,5,40.9,-2,28,79.9,79.9,226,11,6m,4m,,4 Ir,,,,11''-difficult dark notch in pF streamer at 100X,Horsehead nebula;part of large dark following cloud
IC432,LBN946,BRTNB,ORI,5,40.9,-1,30,99.9,99.9,226,11,10m,10m,,E,,,,Neb;lE;* 8.4 inv,
IC434,LBN954,BRTNB,ORI,5,41,-2,27,11,99.9,226,11,90m,30m,,E,,,,eF;vvL;vmE;1 deg long incl Zeta Ori,Contains Horsehead neb (B33)
NGC2023,LBN953,BRTNB,ORI,5,41.6,-2,16,99.9,99.9,226,11,10m,8m,,E+R,,,,B* in M of L;lE neb,H IV 24
NGC2024,Ced55P,BRTNB,ORI,5,41.7,-1,51,99.9,99.9,226,11,30m,30m,,E,,,B H,! irr;B;vvL;black sp incl,H V 28;Tank Track Neb;bright but masked by glow of Zeta Ori
NGC2022,PK196-10.1,PLNNB,ORI,5,42.1,9,5,11.7,9.2,181,11,28s,27s,,4(2),,15.8,B H,pB;vS;vlE,H IV 34;small;faint and distinct w annular form;PK196-10.1
IC435,Ced55Q,BRTNB,ORI,5,43,-2,19,99.9,99.9,226,11,5m,3m,,R,,,,Neb;* 8.5,
NGC2039,,ASTER,ORI,5,44,8,41,99.9,99.9,181,11,,,,,,,,Cl;vL;lRi;lC,
Ced59,LBN879,BRTNB,ORI,5,45.3,9,4,99.9,99.9,181,11,3m,2m,,E+R,,,,13''-pF; S; lE 1.5X1 in PA 0; low surf brightness,In dark neb B35
NGC2054,,4STAR,ORI,5,45.3,-10,5,99.9,99.9,271,11,,,,,,,,only 2 S st and no neb,
B35,LDN1594,DRKNB,ORI,5,45.5,9,3,79.9,79.9,181,11,20m,10m,,5 E,,,,13''-dark lane E-W; pretty small,Near FU ORI and bright nebula Ced 59
B36,LDN1599,DRKNB,ORI,5,45.7,7,31,79.9,79.9,181,11,120m,,,4 Ir,,,,,Narrow south preceding-north following lane
NGC2064,LBN1627,BRTNB,ORI,5,46.3,0,0,99.9,99.9,226,11,10m,10m,,R,,,,eF;vS;*9-10 np 4',
NGC2067,DG79,BRTNB,ORI,5,46.4,0,6,99.9,99.9,226,11,8m,3m,,E,,,,F;pL;2068 s,
NGC2063,,ASTER,ORI,5,46.7,8,47,99.9,99.9,181,11,,,,,,,,Cl;poor;S sc st,H VIII 2
NGC2068,M78,BRTNB,ORI,5,46.8,0,5,8,12,226,11,8m,6m,,E,,,M,B;L;wisp;gmbN;3* inv;r,Comet shaped;2 10mag * invl; 53'' sep
NGC2071,LBN938,BRTNB,ORI,5,47.1,0,18,8,99.9,226,11,7m,5m,,R,,,,D*(10 & 14m) w vF;L chev,H IV 36
Cr74,,OPNCL,ORI,5,48.7,7,22,14.4,99.9,181,11,3m,,,III 1m:b,40,,,,
Berk72,,OPNCL,ORI,5,50.2,22,15,99.9,99.9,136,5,5m,,,II 1p :b,15,15,,,
Berk21,,OPNCL,ORI,5,51.7,21,49,11.1,99.9,136,5,3.5m,,,II 3 m,40,14.8,,,
NGC2110,MCG-1-15-4,GALXY,ORI,5,52.2,-7,27,14,99.9,271,11,1.7m,1.2m,160,E-SO,,,,eF;cS;lE;pslbM;er,H III 448;III 510
NGC2112,OCL509,OPNCL,ORI,5,53.8,0,25,9.1,99.9,226,11,11m,,,II 3 m n,50,10,,Cl;pL;lRi;pC;st S,H VII 24
Sh2-276,,BRTNB,ORI,5,54.4,-1,0,7,12,226,11,600m,60m,,E,,,,4''-pF; vL; vvE streamer; total 6 deg long,Part of Barnard's Loop;faint
LDN1622,,DRKNB,ORI,5,54.6,2,0,79.9,79.9,226,11,15m,,,6 Ir G,,,,,Near reflection nebula vdB 62
Czernik24,,OPNCL,ORI,5,55.5,20,52,99.9,99.9,136,5,5m,,,III 1m:b,35,,,,
NGC2119,UGC3380,GALXY,ORI,5,57.4,11,57,14.6,99.9,181,11,1.2m,1m,145,Elliptical,,,,F;vS;R;bM,
Basel11B,,OPNCL,ORI,5,58.2,21,58,8.9,99.9,136,5,9.0m,,,II 2 m,12,8.9,,,
Berk22,,OPNCL,ORI,5,58.5,7,45,99.9,99.9,181,11,2m,,,I 2p :b,20,15,,,
PK198-6.1,Abell12,PLNNB,ORI,6,2.4,9,39,13.9,11.3,181,11,37s,,,,,19.7,,11''-vF; pS; R at 320X,On NW edge OF Mu Ori;star makes ID difficult
NGC2141,OCL487,OPNCL,ORI,6,2.9,10,27,9.4,99.9,181,11,10m,,,II 3 r,10,13.3,,F;pS;dif,
NGC2143,,OPNCL,ORI,6,3.1,5,43,99.9,99.9,181,11,11m,,,,12,10,,Cl;L;pRi;vlC;st 10,
PK204-8.1,Abell13,PLNNB,ORI,6,4.8,3,57,16,99.9,226,11,2.2m,,,4,,19.8,,,
Ced62,,BRTNB,ORI,6,7.8,18,40,99.9,99.9,137,11,2.0m,1.5m,,bipolar,,13,,,Two symmetrical fans extending N-S
NGC2163,Ced62,BRTNB,ORI,6,7.8,18,39,99.9,99.9,136,11,3m,2m,,R,,,,eF;E;dif;*11 att s,Two symmetrical fans extending N-S
NGC2169,OCL481,OPNCL,ORI,6,8.4,13,58,5.9,99.9,182,11,7m,,,I 3 p n,30,6.9,H,Cl;S;lRi;pmC;** (ADS 4728),H VIII 24;In nebula Ced 78
Sh2-261,LBN863,BRTNB,ORI,6,8.6,15,47,99.9,99.9,182,11,30m,25m,,E,,,,10''-vF; L; irR; UHC helps,Lower's nebula
NGC2174,Ced67A,BRTNB,ORI,6,9.4,20,40,99.9,99.9,137,5,40m,30m,,E,,,,eF;bet 3 vF *,w IC 2159 sf; contains cluster
NGC2175,OCL476,CL+NB,ORI,6,9.6,20,29,6.8,99.9,137,5,18m,,,IV 3 p n,60,7.6,,*8 in neb,In Gem OB1?
NGC2180,,OPNCL,ORI,6,9.6,4,43,99.9,99.9,227,11,,,,,,,,Cl;pRi;lC;st L & S,H VIII 6
NGC2175S,Lund1182,OPNCL,ORI,6,10.9,20,36,99.9,99.9,137,5,21m,,,,20,,,,
NGC2184,,ASTER,ORI,6,11,-3,31,99.9,99.9,227,11,15m,,,,,,,Cl;L;vlC,
PK197-3.1,Abell14,PLNNB,ORI,6,11.2,11,46,18.2,99.9,182,11,40s,27s,,2c,,15.2,,13''-vF; pS; R; nBM; low surface brightness at 220X,
NGC2186,OCL498,OPNCL,ORI,6,12.1,5,28,8.7,99.9,227,11,4m,,,II 2 p,30,9.8,H,Cl;pL;pRi;pC;st L and S,H VII 25
NGC2189,,NONEX,ORI,6,12.3,1,8,99.9,99.9,227,11,,,,,,,,2 clusters nr 2* 9-10 & 10-11,
IC2162,Sh2-256,BRTNB,ORI,6,12.9,17,59,99.9,99.9,137,11,4m,4m,,E,,,,vF;pL;R;* 10 inv p,With E-W extensions
Czernik25,,OPNCL,ORI,6,13.7,6,57,99.9,99.9,182,11,6m,,,III 1p :b,20,,,,
NGC2194,OCL495,OPNCL,ORI,6,13.8,12,48,8.5,99.9,182,11,10m,,,III 1 r,80,12.1,B H,Cl;L;Ri;gvmCM,H VI 5;faint;rich;look for 2169 nearby
NGC2198,,NONEX,ORI,6,13.9,1,0,99.9,99.9,227,11,,,,,,,,Cl;bet 2* 9-10 & 10-11,
NGC2195,,4STAR,ORI,6,14.6,17,38,99.9,99.9,137,11,,,,,,,,F;S;2S * inv;*10 n 31'',small and faint;IC 2162 is 30' np
PK197-2.1,Sh2-271,BRTNB,ORI,6,15.2,12,22,99.9,99.9,182,11,2.0m,,,3b,,14,,,Not a PLNNB;IRAS confirms HII region
PK196-1.1,Sh2-267,BRTNB,ORI,6,15.8,14,16,99.9,99.9,182,11,350s,300s,,3,,,,,Not a PLNNB;IRAS confirms HII region
NGC2202,,OPNCL,ORI,6,16.8,6,0,99.9,99.9,182,11,,,,,,,,** chief of Cl,
PK195-0.1,Sh2-266,BRTNB,ORI,6,18.9,15,17,99.9,99.9,182,11,80s,56s,,3,,11.5,,,Not a PLNNB;H II region w Balmer line emission
NGC6398,ESO139-18,GALXY,PAV,17,42.7,-61,42,12.5,13.7,455,26,2m,1.7m,6,SB Ring,,,,eF;S;R;p of 2,
NGC6403,ESO139-19,GALXY,PAV,17,43.4,-61,41,13.3,13.1,455,26,1.1m,0.9m,,SO,,,,eeF;F of 2,
NGC6407,ESO139-22,GALXY,PAV,17,45,-60,44,12.5,99.9,434,26,2.1m,1.6m,60,SO,,,,eF;S;R;3* nr,
PK328-17.1,He2-269,GALXY,PAV,17,47.1,-64,38,99.9,99.9,455,26,0.2m,,,,,,,,Not a PLNNB;dwarf GALXY w emission lines;=IC 4662
PK332-16.1,Hart-Triton6,PLNNB,PAV,17,51.8,-60,23,16.7,99.9,434,26,42s,30s,,,,18,,,
NGC6483,ESO102-20,GALXY,PAV,17,59.5,-63,40,11.9,12.3,455,26,1.6m,0.9m,122,Elliptical,,,,F;S;E;bM;bet 2*10,
NGC6492,ESO102-22,GALXY,PAV,18,2.8,-66,26,11.5,12.6,455,26,2.5m,1.2m,75,Sbc,,,,pF;S;pmE90;*12 att f,
NGC6502,ESO103-2,GALXY,PAV,18,4.2,-65,25,12.6,12.8,455,26,1.3m,1.1m,42,Elliptical,,,,vF;vS;F*orD* inv,
NGC6545,ESO103-6,GALXY,PAV,18,12.2,-63,47,13.2,13,455,26,1.1m,0.9m,,Elliptical,,,,eeF;eeS;R,
NGC6588,ESO103-**14,ASTER,PAV,18,20.6,-63,49,99.9,99.9,455,26,,,,,,,,eF;S;*6 sp,
NGC6614,ESO103-18,GALXY,PAV,18,25.1,-63,15,12.8,13.1,455,26,1.4m,1.1m,,E-SO Bar,,,,vF;S;R;gvlbM;*9p,
NGC6630,ESO103-26,GALXY,PAV,18,32.6,-63,18,13.9,13.1,455,26,0.8m,0.7m,,E-SO,,,,pF;S;R;gbM,
IC4721,ESO140-G027,GALXY,PAV,18,34.4,-58,30,11.6,13.7,435,26,5.6m,1.4m,146,SBc,,,,F;cL;E 150 degrees,Interacting with IC 4720?
IC4723,ESO103-27,GALXY,PAV,18,35.9,-63,23,14.7,99.9,455,26,0.7m,0.6m,,S pec,,,,vF;vS;R,
NGC6653,ESO45-13,GALXY,PAV,18,44.6,-73,16,13.5,99.9,469,26,1.5m,1.4m,,Elliptical,,,,vF;S;lE;glbM,
NGC6673,ESO140-44,GALXY,PAV,18,45.1,-62,18,11.6,12.4,456,26,2.2m,1m,26,Elliptical,,,,pF;S;R;psbM;r,
NGC6684,ESO104-16,GALXY,PAV,18,49,-65,10,10.4,12.8,456,26,4.1m,2.6m,35,SBO,,,,vB;pL;R;vg;psvmbM,
NGC6699,ESO183-21,GALXY,PAV,18,52,-57,19,12,12.7,435,26,1.5m,1.5m,,SBbc,,,,pF;pS;lE90;pslbM,
NGC6684A,ESO104-19,GALXY,PAV,18,52.4,-64,50,12.7,14.4,456,26,3m,1.8m,140,Ir Bar,,,,,
NGC6706,ESO104-24,GALXY,PAV,18,56.9,-63,10,13.9,99.9,456,26,1.5m,0.7m,123,E-SO,,,,neb;No Descr,
NGC6721,ESO141-19,GALXY,PAV,19,0.8,-57,46,12,12.9,435,26,1.6m,1.4m,155,E0,,,,pF;cS;R;vmbM,
NGC6718,ESO104-29,GALXY,PAV,19,1.5,-66,7,14.2,99.9,456,26,1.4m,0.8m,172,SBb,,,,vF;S;R;glbM;*9 sp,
NGC6719,ESO72-8,GALXY,PAV,19,3.1,-68,35,13.5,99.9,456,26,1.7m,0.8m,107,Sc,,,,vF;pL;R;vgvlbM,
NGC6722,ESO104-33,GALXY,PAV,19,3.7,-64,54,13.6,99.9,456,26,2.9m,0.4m,166,Sb,,,,pF;S;E;glbM;2*8p,
NGC6733,ESO141-25,GALXY,PAV,19,6.2,-62,12,13.2,99.9,456,26,1.8m,1.2m,110,E-S0 B,,,,eeF;vglbM;v diffic,
NGC6734,ESO104-36,GALXY,PAV,19,7.2,-65,28,13.8,99.9,456,26,1.3m,1.1m,,E-SO,,,,vF;S;R;glbM;p of 2,
NGC6736,ESO104-37,GALXY,PAV,19,7.5,-65,26,14.3,99.9,456,26,1.1m,0.9m,73,Elliptical,,,,eF;S;R;glbM;f of 2,
NGC6730,ESO72-9,GALXY,PAV,19,7.6,-68,55,12.3,99.9,456,26,1.8m,1.5m,,Elliptical,,,,vF;S;R;pmbM;*7;8 nf,
NGC6739,ESO141-28,GALXY,PAV,19,7.8,-61,22,13.1,99.9,456,26,2.4m,0.9m,171,SO,,,,cF;vS;cE;psbM;3 st p,
NGC6744,ESO104-42,GALXY,PAV,19,9.8,-63,51,8.3,14.2,456,26,20.2m,13.2m,15,SBbc,,,C,cB;cL;R;vg;svmbM;r,
NGC6746,ESO141-29,GALXY,PAV,19,10.4,-61,58,13.1,99.9,456,26,1.4m,0.9m,173,Elliptical,,,,eF;cS;R;glbM,
NGC6752,Dunlop295,GLOCL,PAV,19,10.9,-59,59,5.4,99.9,435,26,20.4m,,,VI,,13.5,C,B;vL;iR;st11..16,Fine cluster
NGC6753,ESO184-22,GALXY,PAV,19,11.4,-57,3,11.1,12.8,435,26,2.4m,2.1m,30,Sb,,,,pB;pL;R;gbM,
NGC6769,ESO141-48,GALXY,PAV,19,18.4,-60,30,11.8,13,435,26,2.2m,1.5m,123,SBb/P,,,,vF;S;R;lbM;1st of 3,
NGC6770,ESO141-49,GALXY,PAV,19,18.6,-60,30,11.9,13.2,435,26,2.2m,1.6m,20,SBb/P,,,,eF;vS;2nd of 3,
NGC6771,ESO141-50,GALXY,PAV,19,18.7,-60,33,12.5,12.5,435,26,2.3m,0.5m,118,SBO-a,,,,eF;S;3rd of 3,
NGC6782,ESO142-1,GALXY,PAV,19,24,-59,55,11.8,12.9,435,26,2.2m,1.6m,45,Sba Ring,,,,cF;cS;R;lbM;*9s,
NGC6776A,ESO104-52,GALXY,PAV,19,25.1,-63,41,14.1,13.1,456,26,1.4m,0.3m,83,SBc,,,,,
NGC6776,ESO104-53,GALXY,PAV,19,25.3,-63,52,12.1,13.1,456,26,1.6m,1.4m,15,E2,,,,pB;S;R;pgbM,
NGC6777,ESO72-**15,2STAR,PAV,19,26.5,-71,28,7.7,99.9,456,26,,,,,,,,,
NGC6784,ESO104-55,GALXY,PAV,19,26.5,-65,38,14.9,99.9,456,26,0.9m,0.5m,170,E-SO,,,,eeeF;pS;am s st,
PK320-28.1,He2-434,PLNNB,PAV,19,33.8,-74,33,12.2,99.9,470,26,8s,6s,,,,14.9,,,
NGC6810,ESO142-35,GALXY,PAV,19,43.6,-58,39,11.4,12.4,436,26,3.1m,0.9m,176,Sab,,,,PS;R;vgbM,
NGC6808,ESO73-3,GALXY,PAV,19,43.9,-70,38,12.5,12.5,456,26,1.6m,0.9m,40,Sa,,,,pB;E;bi-N;*8f,
NGC6844,ESO105-21,GALXY,PAV,20,2.8,-65,14,13.5,99.9,457,26,1.4m,1.1m,,Sb,,,,eF;vS;R;psbM;*11 np,
NGC6860,ESO143-9,GALXY,PAV,20,8.8,-61,6,13.7,99.9,457,26,1.3m,0.8m,34,Sb,,,,F;pS;gbM,
NGC6876A,IC4945,GALXY,PAV,20,11.3,-71,1,14.8,99.9,457,26,1.2m,0.3m,0,Sb,,,,,
NGC6872,ESO73-32,GALXY,PAV,20,17,-70,46,11.8,14.2,457,26,6.3m,2.2m,66,SBb/P,,,,F;pS;lE;glbM;1st of 4,
NGC6876,ESO73-35,GALXY,PAV,20,18.3,-70,52,11.1,13,457,26,3m,2.6m,80,E3,,,,pB;S;R;eS* sf;2nd of 4,
NGC6877,ESO73-36,GALXY,PAV,20,18.6,-70,51,12.2,12.6,457,26,2m,1m,169,E6,,,,vF;vS;R;3rd of 4,
NGC6880,ESO73-37,GALXY,PAV,20,19.5,-70,52,12.2,12.7,457,26,2.1m,1.3m,35,SBO-a,,,,F;S;R;r;vS* att;4 of 4,
NGC6932,ESO47-8,GALXY,PAV,20,42.1,-73,37,13.3,99.9,470,26,2.2m,1.6m,115,SBO-a Ring,,,,F;S;R;gbM;5st p,
NGC6943,ESO74-6,GALXY,PAV,20,44.6,-68,45,11.4,13.5,457,26,4m,2.2m,130,SBc,,,,pF;L;mE;vglbM vS*,
IC5052,ESO74-15,GALXY,PAV,20,52.1,-69,12,11.2,12.7,457,26,5.9m,0.9m,143,SBcd,,,,F;L;eE 140 deg,
NGC7020,NGC7021,GALXY,PAV,21,11.3,-64,2,11.8,13.8,458,26,3.5m,1.6m,165,SBO-a Ring,,,,pB;cS;lE;pgbM,
NGC7021,NGC7020,GALXY,PAV,21,11.3,-64,2,12.6,99.9,458,26,3.5m,1.6m,165,SBO-a Ring,,,,pF;cS;R;psbM;*7.8p,
NGC7032,ESO74-26,GALXY,PAV,21,15.4,-68,17,13.6,99.9,458,26,1.1m,1m,85,Sc,,,,vF;cS;R;glbM,
NGC7059,ESO145-5,GALXY,PAV,21,27.4,-60,1,11.9,13.6,437,26,3.3m,1.7m,98,SBc,,,,B;pL;lC;gpmbM,
NGC7803,UGC12906,GALXY,PEG,0,1.3,13,7,13.1,12.4,170,17,1m,0.6m,85,Sa,,,,pF;pS;R;F*np v nr,Brightest in chain of 6
NGC7805,UGC12908,GALXY,PEG,0,1.4,31,26,13.3,13.2,89,4,1.2m,0.9m,30,SBO,,,,eF;S;R;sbM;stellar;sp of 2,H III 855;contact w NGC 7806
NGC7806,UGC12911,GALXY,PEG,0,1.5,31,26,13.5,13.2,89,4,1.1m,0.8m,20,SB/P,,,,eF;S;R;stellar;nf of 2,H III 856;disturbed PA20;contact w NGC 7805
NGC7810,UGC12919,GALXY,PEG,0,2.3,12,58,13,13,170,17,1.2m,0.9m,80,SO,,,,pF;stellar;2 st np in line,H III 984;UGC 12919
NGC7814,UGC8,GALXY,PEG,0,3.2,16,9,10.6,13.2,170,17,4.7m,2.4m,135,Sab,,,CH,cB;cL;E;vgbM,H II 240;Equatorial dust lane;Nearly edge-on
NGC7815,,NONEX,PEG,0,3.4,20,41,99.9,99.9,125,4,,,,,,,,F;S;lE;7817 nf,
NGC7817,UGC19,GALXY,PEG,0,4,20,45,11.8,12.9,125,4,3.5m,1m,45,Sbc,,,,pF;cL;mE approx 45 deg;lbM,H II 227
NGC7819,UGC26,GALXY,PEG,0,4.4,31,28,13.5,14,89,4,1.5m,1.2m,,SBb,,,,eF;L,
NGC7833,,4STAR,PEG,0,6.5,27,38,99.9,99.9,125,4,,,,,,,,Cl;vS;vF;2'.5;nebs?,
NGC7839,,2STAR,PEG,0,7,27,38,99.9,99.9,125,4,,,,,,,,vF;pS;dif;r,
NGC1,UGC57,GALXY,PEG,0,7.3,27,43,12.9,13.5,125,4,1.7m,1.2m,120,Sb,,,,F;S;R;bet *11 and *14,
NGC2,UGC59,GALXY,PEG,0,7.3,27,41,14.2,13.6,125,4,1m,0.6m,115,Sab,,,,vF;S;s of NGC 1,
NGC8,,2STAR,PEG,0,8.8,23,50,99.9,99.9,125,4,,,,,,,,vF;N in n end,
NGC14,UGC75,GALXY,PEG,0,8.8,15,49,12.1,13.9,170,17,2.8m,2.1m,25,Irp+,,,,vF;pS;R;glbM,H II 591;UGC 75;Arp 235
NGC9,UGC78,GALXY,PEG,0,8.9,23,49,13.6,13.3,125,4,1.1m,0.7m,155,Sbp,,,,F;R;*9;10 sf,Peculiar;disturbed;B main body 0.45x0.25
NGC15,UGC82,GALXY,PEG,0,9,21,37,13.8,13.1,125,4,1m,0.6m,30,Sa,,,,vF;vS;R;bM,
NGC16,UGC80,GALXY,PEG,0,9.1,27,44,12,12.4,125,4,1.8m,1m,16,E3,,,,pB;S;R;bM,H IV 15;comp@ 3.3';PA 347;0.4x0.3;vF interacting pair
NGC18,,2STAR,PEG,0,9.4,27,44,99.9,99.9,125,4,,,,,,,,F;vS;iR;mbM;NGC 16 p 19'',
NGC22,UGC80,GALXY,PEG,0,9.8,27,50,13.6,14.3,125,4,1.7m,1.3m,160,Sb,,,,vF;pS;R;lbM;r,comp@ 3.3' PA 347 0.4X0.25
NGC23,UGC89,GALXY,PEG,0,9.9,25,55,12,13,125,4,2.5m,1.6m,8,SBa,,,,3 S st + neb,H III 147;UGC 89
NGC26,UGC94,GALXY,PEG,0,10.4,25,50,12.7,13.6,125,4,2.1m,1.4m,100,Sab Ring,,,,vF;pL;R;2 F st n,
NGC30,,2STAR,PEG,0,10.8,21,59,99.9,99.9,125,4,,,,,,,,Neb * 13,
NGC32,,2STAR,PEG,0,10.9,18,48,99.9,99.9,125,17,,,,,,,,F (Auw. I),
NGC41,MCG4-1-39,GALXY,PEG,0,12.8,22,1,13.6,12.6,125,4,0.8m,0.5m,120,Sc,,,,pF;S;lE;gbM,
NGC42,UGC118,GALXY,PEG,0,12.9,22,6,13.8,13.1,125,4,1.1m,0.6m,115,E-SO,,,,F;vS;stell,p of 2;P w comp at 1 ';PA 77;0.9x0.8;dwarf
UGC122,PGC889,GALXY,PEG,0,13.3,17,2,14.9,99.9,125,17,2.2m,0.4m,109,Ir+,,,,,
NGC52,UGC140,GALXY,PEG,0,14.7,18,35,13.3,13.1,125,17,2.2m,0.4m,127,Sc,,,,vF;S;E,H III 183;nf of 2;disturbed;UGC 122 superimp 0.9' sf ctr
NGC7033,MCG2-54-2,GALXY,PEG,21,9.6,15,7,14.1,12.6,210,16,1.1m,0.8m,20,E-SO,,,,vF;S;R,
NGC7034,UGC11687,GALXY,PEG,21,9.6,15,9,13.8,13.5,210,16,1m,0.7m,125,Elliptical,,,,vF;vS;R,
NGC7036,,OPNCL,PEG,21,10.2,15,23,12,99.9,210,16,8m,5m,,,,,,Cl;lC,
NGC7042,UGC11702,GALXY,PEG,21,13.8,13,34,12,13.2,210,16,2m,1.8m,140,Sb,,,,vF;S;R,H III 209;UGC 11702
NGC7043,UGC11704,GALXY,PEG,21,14.1,13,38,13.7,13.4,210,16,1m,0.9m,135,SBa,,,,vF;S;R,
NGC7053,UGC11727,GALXY,PEG,21,21.1,23,5,13,13.5,165,9,1.4m,1.3m,,Compact,,,,pB;S;vlE,II Zw 124
NGC7056,UGC11734,GALXY,PEG,21,22.1,18,40,12.9,12.7,165,16,1m,0.9m,,SBbc,,,,pF;S;R,
NGC7066,UGC11741,GALXY,PEG,21,26.2,14,11,13.8,13.6,210,16,0.9m,0.9m,,Sb,,,,eeF;close sf of M of 3 F st,Companion superimposed
NGC7068,MCG2-54-27,GALXY,PEG,21,26.5,12,11,14.8,99.9,210,16,0.7m,0.3m,170,S pec,,,,vF;close to a S*,
NGC7074,ZwG401.27,GALXY,PEG,21,29.6,6,41,15,99.9,210,16,0.7m,0.3m,110,Compact,,,,vF;S;E,
NGC7078,M15,GLOCL,PEG,21,30,12,10,6.4,11,210,17,12.3m,,,IV,,12.6,M,!;vB;vL;iR;vsmbM;rrr;st vS,Stars mags 13...
NGC7085,MCG1-55-1,GALXY,PEG,21,32.4,6,35,15.2,99.9,210,17,1m,0.4m,150,Sb,,,,eF;S;E,
NGC7084,,OPNCL,PEG,21,32.5,17,31,12,99.9,165,17,20m,,,,,,,Cl;lC,
NGC7094,PK66-28.1,PLNNB,PEG,21,36.9,12,47,13.4,14.7,211,17,99s,91s,,4,,13.6,,* in eeF neby;v diffic,
NGC7100,,1STAR,PEG,21,39.1,8,57,14.7,99.9,211,17,,,,,,,,vF;r,compact
NGC7101,NPM1G+08499,GALXY,PEG,21,39.6,8,53,15.8,99.9,211,17,0.5m,0.5m,,Compact,,,,F;vS;R;stell,
NGC7102,IC5127,GALXY,PEG,21,39.7,6,17,14.4,99.9,211,17,1.6m,0.9m,153,SBb,,,,F;pL;R,nnf of 2;disturbed;UGC 11786
NGC7112,UGC11794,GALXY,PEG,21,42.4,12,30,14.3,13.4,211,17,1.2m,0.4m,81,Sab,,,,eeF;S;R;pB* close p,
NGC7113,MCG2-55-9,GALXY,PEG,21,42.4,12,34,15.2,99.9,211,17,0.9m,0.9m,,Elliptical,,,,vF;S;stell,
NGC7132,MCG2-55-13,GALXY,PEG,21,47.3,10,14,14.6,99.9,211,17,1.1m,0.7m,95,Sc,,,,vF;pL;lE;bet 2*,
NGC7137,UGC11815,GALXY,PEG,21,48.2,22,10,12.4,13.1,166,9,1.6m,1.4m,,SBc,,,,F;pS;R;vglbM;r,H II 261
NGC7138,UGC11817,GALXY,PEG,21,49,12,31,14.1,13.4,211,17,1.2m,0.5m,177,SBa,,,,vF;vS;stell,
NGC7146,MCG0-55-24,GALXY,PEG,21,51.8,3,1,14.3,13.4,256,17,1m,0.6m,92,SBab,,,,F;R,
NGC7147,MCG0-55-25,GALXY,PEG,21,52,3,4,13.5,13.2,256,17,1m,0.9m,5,SBO-a,,,,F;S;lE,
NGC7148,,2STAR,PEG,21,52.1,3,20,99.9,99.9,256,17,,,,,,,,vF;vS;R,
NGC7149,UGC11835,GALXY,PEG,21,52.2,3,18,13.1,13.4,256,17,1.3m,0.9m,25,Elliptical,,,,vF;vS;R,
NGC7156,UGC11843,GALXY,PEG,21,54.6,2,57,12.5,13.3,256,17,1.7m,1.4m,105,SBc,,,,F;pL;R;bM;r,H III 452
NGC7159,ZwG428.3,GALXY,PEG,21,56.4,13,34,15.2,99.9,211,17,0.6m,0.5m,90,Elliptical,,,,eeF;eS;R;vF* sf inv,
NGC7161,,2STAR,PEG,21,57,2,56,99.9,99.9,256,17,,,,,,,,Cl;vS;st19;bet 2*16,
NGC7177,UGC11872,GALXY,PEG,22,0.7,17,44,11.2,13,166,17,3.2m,2.1m,90,SBb,,,,pB;pS;R;bMN;r;* sp,H II 247
NGC7186,,ASTER,PEG,22,1.1,35,5,99.9,99.9,122,9,,,,,,,,vF;am 5 or 6 st,H III 165
NGC7190,UGC11885,GALXY,PEG,22,3.1,11,12,13.8,12.8,211,17,0.9m,0.5m,66,Sa,,,,eF;vS;iR;lbM,
NGC7193,,ASTER,PEG,22,3.1,10,48,99.9,99.9,211,17,,,,,,,,Cl;lRi;lC;st9...10,
NGC7194,UGC11888,GALXY,PEG,22,3.5,12,38,13.1,13.1,211,17,1.1m,0.8m,20,Elliptical,,,,vF;vS;R;lbM,Brightest in group
NGC7195,MCG2-56-9,GALXY,PEG,22,3.5,12,40,15.6,99.9,211,17,0.4m,0.3m,70,S,,,,eeF;R;v diffic,
NGC7206,UGC11904,GALXY,PEG,22,5.7,16,47,13.3,13.7,211,17,1.3m,1.3m,,SO,,,,F;S;lE;bM,Compact;Brightest of 3
NGC7207,,GALXY,PEG,22,5.8,16,46,15.8,99.9,211,17,0.6m,0.2m,92,SO,,,,vF;S,
NGC7210,,NONEX,PEG,22,6.4,27,7,99.9,99.9,166,9,,,,,,,,eF;R;bM;vf D* np,
