HIP,RA,DEC,V,PARX,SIGPX,B-V,SIGBV,CCDM,HD,BD
81905,16 43 47.50,-14 02 28.2,9.12,11.31,1.21,0.564,0.015,          ,150785,B-13 4487 
81908,16 43 50.10,-23 07 52.2,8.25,9.51,1.07,0.541,0.015,          ,150734,B-22 4197 
81910,16 43 51.40,-26 48 31.3,6.72,21.26,0.89,0.674,0.015,          ,150698,          
81924,16 44 01.00,+42 30 31.1,8.6,9.56,0.79,0.478,0.019,          ,151189,B+42 2742 
81926,16 44 01.80,+42 41 58.2,8.76,14.06,0.88,0.714,0.019,          ,151200,B+42 2743 
81947,16 44 20.90,+54 55 02.4,8.06,19.24,0.66,0.646,0.009,          ,151426,B+55 1873 
81952,16 44 26.60,-05 41 14.1,8.76,12.51,1.32,0.74,0.021,          ,150936,B- 5 4344 
81980,16 44 49.40,-15 29 43.3,10.35,17.64,2,0.965,0.015,          ,      ,B-15 4383 
82003,16 45 06.30,+33 30 29.9,8.1,102.35,0.88,1.31,0.019,          ,151288,B+33 2777 
82014,16 45 13.80,+72 49 33.2,8.91,7.71,0.89,0.782,0.025,          ,      ,B+73  742 
82015,16 45 15.00,+25 11 15.4,9.67,10.74,1.51,0.696,0.024,          ,      ,B+25 3126 
82042,16 45 32.10,+33 49 49.7,9.45,26.54,1.15,0.96,0.015,          ,      ,B+34 2835 
82045,16 45 35.00,+08 03 01.6,9.52,7.77,1.47,0.586,0.041,          ,151190,B+ 8 3268 
82046,16 45 35.50,-33 51 00.9,7.11,12.34,1.01,0.558,0.015,          ,150926,          
82059,16 45 43.80,+19 38 33.1,8.16,18.59,1.25,0.677,0.015,          ,151329,B+19 3154 
82068,16 45 48.10,+35 37 50.5,7.33,16.92,0.87,0.51,0.013,16458+3538,151428,B+35 2867 
82070,16 45 49.10,-01 15 50.7,9.63,6.56,1.54,0.707,0.036,          ,151169,B- 1 3243 
82088,16 46 04.90,-35 36 49.3,9.17,16.98,1.59,0.734,0.034,          ,150987,          
82090,16 46 05.70,+52 44 44.9,9.05,16.71,0.81,0.753,0.021,          ,234347,B+53 1894 
82092,16 46 07.70,+50 20 37.6,9.46,30.78,1.01,1.081,0.044,          ,234344,B+50 2330 
82100,16 46 14.40,+36 41 20.7,8.39,12.76,0.8,0.611,0.015,          ,151501,B+36 2779 
82106,16 46 16.40,-47 58 16.4,9.27,6.45,1.32,0.443,0.034,          ,150910,          
82112,16 46 22.80,-09 02 03.2,9.69,5.74,1.7,0.69,0.02,          ,151221,B- 8 4307 
82117,16 46 30.60,+47 26 57.1,8.38,10.21,0.69,0.612,0.015,          ,151689,B+47 2383 
82155,16 47 01.90,+29 13 31.0,8.6,10.2,1,0.537,0.016,          ,151572,B+29 2881 
82169,16 47 17.50,-01 11 18.0,10.76,36.48,2.22,1.502,0.317,          ,      ,B- 0 3182 
82176,16 47 21.70,-24 42 22.8,9.52,7.17,1.56,0.487,0.042,          ,151271,          
82186,16 47 24.90,+02 09 39.4,7.71,17.48,1.12,0.49,0.013,          ,151465,B+ 2 3176 
82190,16 47 28.30,+01 27 23.9,8.57,11.08,1.15,0.577,0.018,16475+0127,151466,B+ 1 3304 
82201,16 47 36.20,-33 41 58.3,7.79,12.93,1.01,0.451,0.015,          ,151240,          
82205,16 47 38.50,-42 50 05.8,9.89,7.2,1.79,0.634,0.064,          ,326077,          
82206,16 47 38.80,+53 03 19.8,10.59,22.58,1.28,1.23,0.143,          ,      ,          
82208,16 47 40.10,-52 58 02.2,8.94,8.07,1.27,0.497,0.021,          ,151053,          
82211,16 47 44.10,-26 11 12.7,9.9,17.52,1.62,0.982,0.064,          ,151334,          
82215,16 47 46.20,-29 56 22.2,8.9,7.05,1.32,0.569,0.024,          ,151312,          
82227,16 47 53.40,-40 58 21.8,8.19,11.66,1.19,0.47,0.015,16479-4058,151211,          
82233,16 48 01.70,-15 57 49.4,7.43,23.17,0.99,0.566,0.004,          ,151450,B-15 4392 
82235,16 48 04.50,+25 32 50.4,8.15,10.67,0.92,0.414,0.02,          ,151699,B+25 3137 
82237,16 48 05.20,-53 04 29.3,8.38,7.23,1.07,0.502,0.015,          ,151117,          
82244,16 48 12.60,-20 56 50.7,8.69,10.59,1.16,0.549,0.013,          ,151451,B-20 4561 
82246,16 48 13.70,+50 01 25.8,8.79,10.63,0.76,0.576,0.019,          ,151993,B+50 2333 
82256,16 48 25.40,-72 58 29.3,11.36,62.66,2.1,1.6,0.015,          ,      ,          
82260,16 48 28.30,-16 20 02.0,7.62,27.35,0.98,0.767,0.002,          ,151528,B-16 4350 
82267,16 48 35.50,+37 00 51.3,8.4,30.96,0.76,0.821,0.007,          ,151877,B+37 2804 
82283,16 48 45.90,-15 44 18.2,10.89,55.09,2.22,1.468,0.009,          ,      ,          
82284,16 48 49.40,-46 24 03.1,7.88,18.62,2.02,0.569,0.015,          ,151317,          
82287,16 48 50.00,-31 54 25.1,9.21,6.27,1.54,0.655,0.046,          ,151469,          
82305,16 49 00.90,+34 04 18.0,7.96,10.52,0.72,0.466,0.015,          ,151936,B+34 2849 
82330,16 49 22.00,-27 34 24.5,9.67,7.27,1.84,0.597,0.02,          ,151597,          
82333,16 49 24.60,+39 16 36.9,9.67,44.16,1.15,1.264,0.059,          ,      ,B+39 3048 
82341,16 49 28.40,+17 12 38.2,9.65,6.59,1.47,0.724,0.032,          ,      ,B+17 3101 
82343,16 49 30.80,+40 27 33.2,8.96,6.27,0.89,0.351,0.02,          ,152086,B+40 3065 
82354,16 49 38.20,+28 20 30.4,8.81,7.14,1.15,0.208,0.015,          ,151994,B+28 2616 
82357,16 49 42.40,-65 04 32.9,10.33,36.9,1.97,1.33,0.015,          ,      ,          
82359,16 49 44.00,+28 23 06.3,7.82,13.26,0.92,0.457,0.011,          ,152013,B+28 2618 
82370,16 49 53.30,-24 26 48.0,9.59,29.07,1.73,1.104,0.005,          ,151692,          
82371,16 49 53.50,+35 32 11.7,9.48,8.17,1.04,0.705,0.029,          ,      ,B+35 2873 
82374,16 49 58.50,-13 04 46.5,9.57,14.51,1.47,0.661,0.037,          ,151785,B-12 4597 
82383,16 50 03.40,-43 38 21.9,10.23,22.91,2.02,1.22,0.004,          ,326260,          
82389,16 50 05.30,+18 54 02.1,8.85,37.36,1.21,1.02,0,          ,151995,B+19 3174 
82393,16 50 08.20,-18 07 46.4,9.84,7.14,1.5,0.634,0.015,          ,      ,B-17 4641 
82408,16 50 26.50,+47 44 19.1,9.49,32.89,0.94,1.18,0.015,          ,      ,B+47 2391 
82409,16 50 28.80,-11 18 55.6,9.46,12.62,1.85,0.526,0.047,          ,151854,B-11 4218 
82416,16 50 33.20,-71 09 58.6,9.25,16.17,2.7,0.782,0.133,16506-7110,150981,          
82432,16 50 48.20,+37 20 46.6,8.9,5.8,0.86,0.504,0.02,          ,      ,B+37 2810 
82433,16 50 48.30,-19 03 05.1,9.98,7.94,1.65,0.707,0.015,          ,      ,B-18 4334 
82434,16 50 48.90,-43 47 09.3,10.06,27.76,2.06,1.094,0.007,          ,326267,          
82440,16 50 54.30,+38 09 00.8,9.2,32.82,0.81,1.093,0.031,          ,      ,B+38 2847 
82448,16 50 57.50,-08 36 17.9,8.81,11.28,1.94,0.76,0.155,16510-0836,151961,B- 8 4331 
82466,16 51 10.70,-75 38 02.4,8.78,9.09,0.95,0.564,0.013,          ,150761,          
82470,16 51 13.90,+44 09 39.4,8.07,15.29,0.72,0.512,0.012,          ,152425,B+44 2619 
82471,16 51 15.20,+34 17 20.8,8.03,13.68,0.73,0.644,0.015,          ,152305,B+34 2860 
82490,16 51 32.70,-55 17 59.6,9.16,7.47,1.18,0.56,0.023,16515-5518,151611,          
82492,16 51 33.30,-29 24 34.3,8.28,8.71,1.24,0.588,0.015,          ,151928,          
82500,16 51 39.40,-50 02 50.2,10,10.66,2.24,0.669,0.071,          ,      ,          
82522,16 51 58.30,+70 33 35.7,10.5,18.87,1.34,1.05,0.02,          ,      ,          
82525,16 52 04.50,-14 48 10.6,7.73,11.82,0.99,0.471,0.003,          ,152128,B-14 4492 
82529,16 52 10.10,+38 56 16.1,9.26,9.16,0.93,0.453,0.028,          ,      ,B+39 3055 
82540,16 52 17.80,+15 38 56.3,9.13,17.46,1.19,0.7,0.015,          ,      ,B+15 3068 
82542,16 52 18.60,+42 27 00.7,8.4,7.85,0.72,0.469,0.015,          ,152579,B+42 2758 
82552,16 52 25.20,+63 09 00.6,8.68,8.77,0.67,0.476,0.019,          ,152970,B+63 1310 
82553,16 52 26.60,-74 49 46.4,7.61,17.39,0.81,0.473,0.007,          ,151021,          
82559,16 52 31.80,+49 23 23.1,9.93,13.75,1.11,0.838,0.044,          ,      ,B+49 2560 
82563,16 52 34.40,+10 26 38.9,9.1,8.19,1.31,0.525,0.032,          ,152362,B+10 3086 
82567,16 52 40.70,-48 30 08.8,8.73,5.97,1.01,0.595,0.018,          ,151913,          
82568,16 52 41.10,+18 03 43.9,6.81,20.95,0.79,0.529,0.006,          ,152446,B+18 3261 
82573,16 52 48.20,+49 51 05.6,9.2,14.12,0.87,0.714,0.027,          ,152774,B+50 2340 
82599,16 53 08.20,-51 43 03.7,8.92,17.56,1.43,0.6,0.001,          ,151933,          
82609,16 53 17.00,+22 40 38.9,8.48,9.79,1.81,0.6,0.495,16533+2241,      ,B+22 3032 
82610,16 53 17.00,+22 43 16.1,8.43,9.42,1.1,0.494,0.012,          ,      ,B+22 3033 
82613,16 53 19.40,-44 18 03.8,8.67,16.6,1.74,0.586,0.025,          ,152097,          
82626,16 53 26.30,-07 27 21.2,7.97,10.46,1.04,0.525,0.011,          ,152392,B- 7 4369 
82629,16 53 29.10,-01 07 49.5,7.84,14.98,1.16,0.544,0.015,          ,152449,B- 0 3197 
82632,16 53 29.80,-46 19 57.8,9.18,11.74,1.42,0.711,0.025,          ,152079,          
82637,16 53 33.60,-51 16 18.9,9.02,10.31,1.51,0.466,0.03,          ,152023,          
82644,16 53 36.20,+41 38 28.3,8.69,19.29,0.8,0.663,0.017,          ,152793,B+41 2767 
82661,16 53 50.20,-52 04 43.7,9.36,13.52,1.39,0.676,0.041,          ,152043,          
82679,16 54 03.10,+61 38 47.4,8.18,11.17,0.64,0.676,0.015,          ,153205,B+61 1619 
82682,16 54 04.10,-30 07 22.9,9.64,7.91,1.63,0.509,0.02,          ,152347,          
82694,16 54 12.30,+11 54 50.1,10.75,52.43,1.97,1.405,0.013,          ,      ,          
82697,16 54 14.90,-28 06 53.4,9.23,12.94,1.5,0.661,0.037,          ,152400,          
82700,16 54 17.90,+35 07 41.5,7.95,10.21,0.73,0.342,0.011,          ,152814,B+35 2882 
82701,16 54 17.90,-14 21 05.6,8.93,7.8,1.22,0.635,0.022,          ,152499,B-14 4498 
82708,16 54 20.70,-25 49 45.4,7.21,15.27,1.16,0.538,0.015,          ,152429,          
82712,16 54 24.70,+18 44 36.6,8.52,25.33,1.17,0.706,0.015,          ,      ,B+18 3265 
82713,16 54 25.90,+27 09 05.1,9.88,12.24,1.53,0.724,0.037,          ,      ,B+27 2709 
82721,16 54 30.60,+19 05 59.4,9.24,5.19,1.39,0.537,0.023,          ,152762,B+19 3186 
82722,16 54 30.80,-14 34 58.4,9.66,25.17,1.38,1.027,0.002,          ,152533,B-14 4499 
82732,16 54 36.40,-31 20 04.6,8.3,14.8,1.3,0.639,0.019,          ,152432,          
82738,16 54 40.40,-32 11 24.3,7.68,18.04,1.05,0.544,0.015,          ,152433,          
82739,16 54 40.60,-35 13 29.0,11.78,30.54,3.47,1.457,0.013,          ,      ,          
82742,16 54 42.70,-29 19 39.8,9.55,6.89,1.61,0.527,0.02,          ,152471,          
82753,16 54 48.80,+16 24 19.7,8.63,13.89,1.05,0.656,0.014,          ,152775,B+16 3064 
82757,16 54 50.30,+16 18 47.2,8.38,11.6,1.04,0.716,0.012,          ,152776,B+16 3065 
82793,16 55 10.60,-73 06 54.7,8.34,9.46,0.87,0.583,0.015,          ,151587,          
82820,16 55 31.40,-65 15 19.4,11.55,25.68,2.78,1.699,0.218,          ,      ,          
82830,16 55 35.40,+23 51 17.2,10.83,11.09,2.32,0.8,0.106,          ,      ,B+24 3085 
82834,16 55 37.90,-32 04 00.8,9.58,53.54,1.69,1.378,0.005,          ,152606,          
82835,16 55 40.30,-08 56 37.2,10,17.51,1.74,0.9,0.015,          ,152780,B- 8 4354 
82836,16 55 41.00,+47 35 29.1,8.53,11.11,0.84,0.519,0.017,          ,153206,B+47 2406 
82842,16 55 46.40,-12 33 45.3,10.33,8,1.98,0.639,0.02,          ,      ,B-12 4617 
82844,16 55 48.30,+47 39 24.9,10.76,24.29,1.52,1.567,0.197,          ,      ,          
82851,16 55 55.00,-62 28 08.9,9.4,24.92,1.51,0.954,0.002,          ,      ,          
82853,16 55 57.20,-83 13 05.6,8.99,14.6,0.91,0.674,0.017,          ,150027,          
82854,16 55 57.20,-04 51 17.7,9.23,9.77,1.38,0.548,0.015,          ,152833,B- 4 4203 
82886,16 56 18.70,+74 16 58.2,7.09,20.2,0.54,0.493,0.009,16563+7417,154181,B+74  695 
82887,16 56 19.00,+69 00 31.2,9.53,15.62,0.86,0.853,0.039,          ,      ,B+69  880 
82897,16 56 25.00,-50 34 57.1,10.11,11.35,1.88,0.616,0.098,          ,      ,          
82901,16 56 27.90,-00 17 01.9,10.8,8.75,2.6,0.789,0.117,          ,      ,B- 0 3204 
82914,16 56 38.90,-54 18 35.6,9.36,6.04,1.47,0.59,0.031,          ,152508,          
82921,16 56 44.50,-10 57 05.0,9.04,9.98,1.44,0.638,0.02,          ,152907,B-10 4413 
82935,16 56 53.60,-02 02 55.4,8.26,13.54,1.14,0.544,0.015,          ,152986,B- 1 3271 
82938,16 56 55.40,+33 43 07.2,9.23,4.97,1.09,0.49,0.026,          ,      ,B+33 2804 
82950,16 57 02.70,-59 16 44.7,9.3,12.06,1.58,0.647,0.027,          ,152479,          
82954,16 57 06.00,-64 11 19.6,8.01,21.92,1.02,0.613,0.009,          ,152322,          
82956,16 57 08.10,-17 49 08.9,8.17,19.08,1.2,0.651,0.006,          ,152931,B-17 4667 
82957,16 57 10.10,+50 59 36.7,9.64,6.56,0.98,0.508,0.036,          ,234372,B+51 2157 
82964,16 57 13.60,+71 27 46.9,8.14,19.75,0.68,0.618,0.01,          ,154159,B+71  817 
82966,16 57 15.80,+59 30 29.4,8.55,8.61,0.77,0.428,0.018,          ,153681,B+59 1772 
82973,16 57 20.70,+40 20 31.3,9.24,8.65,1,0.537,0.032,          ,      ,B+40 3080 
82976,16 57 22.40,-51 53 16.8,9.8,14.58,3.33,0.609,0.02,16574-5153,      ,          
82978,16 57 25.30,+53 52 57.4,9.63,4.74,0.89,0.486,0.037,          ,      ,B+54 1851 
82986,16 57 30.20,-22 38 36.9,9.77,6.51,1.74,0.566,0.049,          ,152956,B-22 4251 
82993,16 57 35.80,+80 15 23.5,9.78,5.46,0.84,0.436,0.042,          ,      ,B+80  535 
82998,16 57 38.10,+60 27 20.3,9.61,5.04,1.36,0.644,0.038,16576+6027,      ,B+60 1722 
83001,16 57 40.20,-45 20 49.1,8.77,14.6,1.44,0.59,0.015,          ,152798,          
83004,16 57 41.80,+19 59 33.3,9.14,5.08,1.46,0.544,0.024,          ,153289,B+20 3358 
83010,16 57 46.00,+13 17 29.2,10.66,26.23,3.3,1.354,0.015,16578+1317,      ,          
83016,16 57 51.10,-11 57 43.0,9.88,10.11,2.08,0.695,0.041,          ,153099,B-11 4247 
83017,16 57 52.00,-24 55 06.8,8.89,15.21,1.79,0.67,0.032,          ,152987,          
83019,16 57 53.10,+41 38 27.0,9.84,4.18,1.16,0.581,0.043,          ,      ,B+41 2773 
83024,16 57 58.40,+31 00 30.7,8.85,7.8,1.83,0.703,0.02,16580+3101,      ,B+31 2936 
83027,16 58 00.40,+02 20 31.0,9.87,10.48,1.75,0.6,0.02,          ,153227,B+ 2 3212 
83032,16 58 02.30,-12 05 03.0,7.85,11.63,1.2,0.515,0.013,          ,153134,B-11 4249 
83043,16 58 08.90,+25 44 43.4,9.7,96.9,1.48,1.522,0.038,          ,      ,B+25 3173 
83056,16 58 17.00,+21 40 21.7,9.9,9.64,1.86,0.701,0.039,          ,      ,          
83058,16 58 18.90,-04 20 36.4,8.33,13.15,1.27,0.533,0.015,          ,153240,B- 4 4206 
83064,16 58 22.80,+39 42 36.8,8.09,8.43,0.8,0.583,0.015,          ,153527,B+39 3062 
83069,16 58 25.20,+48 00 02.8,8.04,15.25,0.73,0.553,0.015,          ,153668,B+48 2462 
83075,16 58 31.70,+30 35 08.7,8.5,6.67,0.97,0.504,0.017,          ,153452,B+30 2911 
83077,16 58 33.40,-09 43 34.0,8.77,8.37,1.35,0.465,0.021,          ,153241,B- 9 4472 
83083,16 58 37.90,+15 27 14.5,6.89,18.72,0.83,0.646,0.006,          ,153376,B+15 3089 
83101,16 58 53.80,-39 33 32.7,8.33,52.3,2.05,1.181,0.045,16589-3934,153026,          
83107,16 58 58.00,-15 48 42.7,8.21,17.74,1.04,0.614,0.01,          ,153276,B-15 4420 
83108,16 58 58.30,+17 32 12.1,8.47,8.05,1.06,0.443,0.011,          ,153455,B+17 3135 
83120,16 59 10.00,+06 36 14.6,9.3,21.49,1.42,0.978,0.051,          ,153402,B+ 6 3327 
83122,16 59 11.20,-46 57 01.4,9.12,9.61,1.24,0.567,0.026,          ,152993,          
83142,16 59 25.70,-28 51 42.2,9.98,5.65,1.61,0.773,0.076,          ,153257,          
83145,16 59 30.50,-05 49 36.3,9.23,8.92,1.36,0.649,0.015,          ,153392,B- 5 4390 
83146,16 59 31.50,-07 57 20.0,8.06,12.09,1.07,0.657,0.014,          ,153378,B- 7 4383 
83163,16 59 44.30,-18 14 52.8,6.63,19.73,0.8,0.569,0.004,          ,153361,B-18 4372 
83174,16 59 54.70,-59 19 46.0,7.18,20.9,0.92,0.47,0,16599-5920,152923,          
83177,16 59 59.70,-31 35 36.1,8.89,14.71,1.48,0.645,0.096,          ,153320,          
83179,17 00 00.60,-22 08 55.8,9.82,11.48,1.69,0.731,0.071,          ,153362,B-21 4476 
83193,17 00 09.10,-68 45 41.2,9.35,32.73,2.6,1.164,0.003,17002-6846,152653,          
83195,17 00 09.20,-26 57 13.8,9.73,22.34,1.83,0.942,0.003,          ,      ,          
83204,17 00 16.30,+10 49 23.0,7.38,23.41,0.92,0.594,0.008,          ,153627,B+11 3086 
83217,17 00 26.90,-87 12 09.8,9.41,20.11,1.03,0.798,0.015,          ,147092,          
83222,17 00 28.90,+45 46 43.1,7.48,22.97,0.65,0.52,0.009,          ,153970,B+45 2480 
83226,17 00 30.30,-51 15 16.2,10.05,14.25,1.98,0.766,0.003,          ,      ,          
83227,17 00 31.10,-33 06 10.0,8.63,6.88,1.34,0.527,0.021,          ,153366,          
83237,17 00 39.00,+55 32 29.3,9.09,9.24,0.81,0.544,0.024,          ,154141,B+55 1896 
83239,17 00 40.40,-27 47 32.4,8.18,21.37,1.16,0.567,0.018,          ,153421,          
83241,17 00 45.90,-30 30 58.2,8.78,12.75,1.28,0.613,0.025,          ,153423,          
83246,17 00 54.10,-28 23 57.0,8.22,11.34,2.3,0.59,0.027,17009-2824,153483,          
83247,17 00 54.70,-76 13 06.0,6.93,17.67,0.67,0.532,0.003,          ,152260,          
83248,17 00 54.90,+35 28 17.7,8.66,9.8,0.8,0.462,0.015,          ,153929,B+35 2901 
83251,17 00 55.90,-31 46 38.9,8.92,13.95,1.45,0.566,0.046,          ,153441,          
83259,17 01 01.70,+48 57 43.5,8.88,5.82,0.72,0.536,0.015,          ,154114,B+49 2575 
83265,17 01 06.00,+57 06 49.5,8.35,10.02,0.68,0.76,0.014,          ,154255,B+57 1726 
83288,17 01 16.80,-43 38 36.3,9.07,15.38,1.8,0.758,0.033,          ,153383,          
83305,17 01 31.10,+58 33 23.0,7.28,15.82,0.54,0.523,0.001,          ,154355,B+58 1693 
83326,17 01 49.50,+32 17 48.7,9.08,7.52,1.07,0.549,0.022,          ,      ,B+32 2833 
83332,17 01 51.10,+82 18 26.3,9.43,8.75,0.93,0.387,0.038,          ,      ,B+82  507 
83341,17 01 55.30,+07 39 31.0,7.99,15.77,1.02,0.504,0.014,          ,153915,B+ 7 3291 
83343,17 01 59.90,+22 56 08.7,8.77,34.38,1.33,1.007,0.016,          ,      ,B+23 3035 
83363,17 02 16.30,-61 34 05.2,8.74,39.32,1.33,1.035,0.015,          ,153284,          
83373,17 02 22.90,-11 53 36.7,8.98,28.24,1.59,0.89,0.015,17024-1154,153851,B-11 4280 
83376,17 02 26.10,-11 54 03.5,10.28,9.3,2.22,0.658,0.02,17024-1154,      ,B-11 4281 
83380,17 02 28.20,-56 40 46.0,7.46,11.74,0.89,0.583,0.001,          ,153386,          
83381,17 02 29.70,-46 35 05.8,8.61,7.85,1.17,0.591,0.026,          ,153552,          
83386,17 02 32.70,+44 45 26.0,9.87,4.96,1.01,0.541,0.058,          ,      ,B+44 2645 
83389,17 02 36.30,+47 04 47.3,6.76,55.37,0.55,0.728,0.005,          ,154345,B+47 2420 
83398,17 02 42.00,+44 38 12.4,8.51,15.03,0.8,0.666,0.018,          ,154325,B+44 2646 
83412,17 02 55.20,+25 38 20.9,8.66,9,1.11,0.66,0.015,          ,154183,B+25 3187 
83415,17 02 59.80,-43 07 11.2,9.45,23.56,1.72,0.849,0.041,          ,153713,          
83435,17 03 10.50,+14 30 42.4,6.52,27.58,0.79,0.77,0.006,          ,154160,B+14 3180 
83443,17 03 15.70,-16 33 17.8,9.25,13.46,1.56,0.533,0.015,          ,153959,B-16 4398 
83458,17 03 25.50,+09 01 28.8,8.18,13.5,1.08,0.602,0.015,          ,154144,B+ 9 3317 
83460,17 03 28.70,-46 27 15.0,8.87,10.77,3.04,0.586,0.03,17035-4627,153749,          
83471,17 03 35.60,-40 39 39.4,10.19,10.77,2.13,0.734,0.058,          ,326748,          
83473,17 03 36.00,-70 18 00.5,8.4,9.29,1.06,0.475,0.008,          ,153142,          
83492,17 03 52.00,-14 17 00.1,9.09,8.78,1.67,0.685,0.029,          ,154067,B-14 4528 
83500,17 03 56.80,+62 12 25.3,8.85,17.48,0.79,0.584,0.02,          ,      ,B+62 1527 
83503,17 03 57.60,+47 06 25.1,9.94,6.56,0.98,0.721,0.051,          ,      ,B+47 2423 
83520,17 04 08.90,+38 12 50.3,9.03,8.15,0.87,0.568,0.02,          ,      ,B+38 2879 
83522,17 04 09.70,-30 39 33.4,9.67,11.38,1.47,0.701,0.052,          ,154022,          
83532,17 04 19.10,+70 18 13.8,8.26,9.36,0.67,0.417,0.015,          ,155262,B+70  908 
83538,17 04 26.30,-17 20 06.5,9.54,9.47,1.42,0.568,0.015,          ,154146,B-17 4699 
83541,17 04 27.70,-28 34 55.3,6.59,55.31,0.89,0.814,0.034,          ,154088,          
83547,17 04 30.70,-43 18 33.9,7.39,19.28,1.26,0.565,0.011,          ,153950,          
83562,17 04 39.10,-59 52 54.0,9.15,13.34,1.37,0.667,0.024,          ,153696,          
83578,17 04 52.70,-27 22 59.2,8.9,13.19,1.37,0.608,0.029,          ,154166,          
83585,17 04 59.80,-64 03 29.3,9.53,10.67,1.45,0.645,0.023,          ,153645,          
83598,17 05 13.00,-41 13 54.5,8.45,10.19,2.43,0.524,0.016,17052-4114,154091,          
83610,17 05 21.10,+52 11 38.2,8.6,11.92,0.73,0.576,0.018,          ,234383,B+52 2024 
83620,17 05 23.70,+06 24 09.6,10.05,11.01,1.96,0.572,0.058,          ,      ,B+ 6 3347 
83621,17 05 24.10,-47 42 03.6,9.26,8.27,1.45,0.583,0.028,          ,154044,          
83645,17 05 43.80,+54 19 42.3,9.65,5.37,0.93,0.427,0.047,          ,234387,B+54 1858 
83646,17 05 45.80,-36 32 48.7,8.82,14.92,1.24,0.52,0.019,          ,154232,          
83648,17 05 47.50,+53 45 02.6,8.28,11.64,0.67,0.46,0.015,          ,154956,B+53 1918 
83654,17 05 52.10,+58 55 40.5,8.65,23.29,0.79,0.793,0.02,          ,155069,B+59 1787 
83657,17 05 53.70,-28 17 22.1,9.22,4.95,1.36,0.59,0.027,          ,154332,          
83660,17 05 57.00,+52 01 57.3,8.33,12.58,0.7,0.553,0.016,          ,234386,B+52 2026 
83664,17 06 00.20,+75 06 12.5,7.38,20.28,0.57,0.593,0.015,          ,155859,B+75  616 
83667,17 06 07.10,-53 00 02.6,9.45,6.23,1.57,0.559,0.037,          ,154076,          
83673,17 06 05.20,+45 00 24.3,8.05,9.8,0.69,0.43,0.014,          ,154887,B+45 2491 
83676,17 06 08.20,-06 10 01.5,8.8,32.81,1.37,1.015,0.015,          ,154518,B- 5 4401 
83683,17 06 11.50,+39 32 51.9,9.16,12.73,0.9,0.598,0.026,          ,      ,B+39 3078 
83691,17 06 18.00,+12 36 23.5,8.53,23.54,1.11,0.75,0.02,          ,154656,B+12 3148 
83698,17 06 21.90,+20 13 39.1,8.41,11.64,1.05,0.491,0.014,          ,154714,B+20 3396 
83700,17 06 22.40,+27 30 58.7,9.7,10.44,1.47,0.672,0.032,          ,      ,B+27 2759 
83701,17 06 23.20,-37 06 04.9,7.82,18.86,1.05,0.506,0.015,          ,154337,          
83707,17 06 28.90,-47 50 44.5,8.6,16.46,1.42,0.64,0.024,          ,154221,          
83709,17 06 29.20,-39 18 18.2,7.95,13.18,1.1,0.558,0.015,          ,154312,          
83719,17 06 39.00,+07 46 57.8,9.1,7.99,1.37,0.551,0.02,          ,154676,B+ 7 3302 
83720,17 06 40.00,-47 51 06.6,9.14,7.12,1.57,0.627,0.038,          ,154249,          
83729,17 06 45.00,-07 49 28.9,10.27,14.74,3.86,1.085,0.015,17068-0749,      ,B- 7 4396 
83736,17 06 50.30,-02 17 09.7,9.25,12.77,1.53,0.686,0.028,          ,154637,B- 2 4302 
83751,17 07 02.50,-84 39 55.2,8.67,15.32,0.8,0.594,0.014,          ,150996,          
83753,17 07 03.50,+25 20 09.3,10.15,11.23,1.77,0.871,0.04,          ,      ,B+25 3200 
83761,17 07 06.60,-19 30 20.6,8.99,15.26,1.31,0.716,0.027,          ,154584,B-19 4524 
83766,17 07 10.50,-34 30 54.6,9.85,8.99,1.6,0.631,0.043,          ,154471,          
83767,17 07 10.90,+12 07 33.6,7.47,16.31,0.88,0.448,0.014,          ,154796,B+12 3152 
83770,17 07 14.30,-02 52 00.3,7.83,29.68,1.16,0.735,0.011,          ,154697,B- 2 4304 
83778,17 07 21.80,-72 34 31.6,8.12,10.39,1.78,0.506,0.009,17074-7235,153620,          
